Incident,Location,Date Reported,Incident/Case#,Date Occurred,Time Occurred,Summary,Disposition
Welfare Check,Holiday Ct,12/26/2021,2112260057,12/26/2021,11:31 PM,Male possibly asleep next to stairs,Referred to Other Agency - San Diego Police Department
Suspicious Vehicle,Redwood Drive,12/27/2021,2112270004,12/27/2021,3:15 AM,Two subjects possibly dumpster diving,Will Cooperate
Petty Theft,Blacks Beach,12/27/2021,2021-1515,12/27/2021,7:00 AM - 8:30 AM,"Unknown suspect stole victim's clothing from beach , loss $40.00",Report Taken
Attempt to Contact,Seventh College West,12/27/2021,2112270026,12/27/2021,6:25 PM,Reporting party unable to contact student who tested positive for COVID,Unable to Locate
Security Alarm,Student Health,12/27/2021,2112270029,12/27/2021,8:14 PM,,False Alarm
Attempt to Contact,Tuolumne Apartments,12/27/2021,2112270032,12/27/2021,8:32 PM,Reporting party unable to contact student who tested positive for COVID,Service Provided 
Incomplete/ Accidental Wireless 911 Call,9106 South Mesa Apartments,12/27/2021,2112270038,12/27/2021,10:28 PM,,Disposition Logged Event
Disturbance,UCSD Medical Facility - Hillcrest,12/27/2021,HC21-12-26-1148,12/26/2021,3:50 PM,Patient who attempted to flee swung at security officer multiple times ,Hospital Security Report Taken
Medical Aid,Genesee Ave,12/28/2021,2112280001,12/28/2021,12:04 AM,"Adult male experiencing headache, pain in lower back and nausea",Referred To Other Agency - San Diego Fire Department
Suspicious Person,South Mesa Apartments,12/28/2021,2021-1517,12/28/2021,1:10 AM - 1:40 AM,"Report of male with bags, walking into apartment housing",Stay Away Order Issued
Information,Lot 357,12/28/2021,2112280006,12/28/2021,2:20 PM,Down light post with wires exposed,Referred To Other UCSD Department - Facilities Management
Suspicious Person,Nuevo East - Exchange,12/28/2021,2112280017,12/28/2021,9:50 AM,Report of person matching description of prior bicycle thief,Unable To Locate
Medial Aid,Rebecca & John Moores Cancer Center,12/28/2021,2112280020,12/28/2021,10:43 PM,Male patient having allergic reaction to study medication,Referred To Other Agency - San Diego Fire Department
Information Only,UCSD Police Department,12/28/2021,2021-1518,12/22/2021 - 12/23/2021,11:30 PM-12:30 PM,Report of blackmail,Disposition Report Taken
CRIME AND FIRE LOG/MEDIA BULLETIN ,"DECEMBER 28, 2021",12/28/2021,2112280030,12/28/2021,1:00 PM,"Reporting party observed bike tire on U-Lock, requesting it be removed",Service Provided
Vandalism,Mandeville Center,12/28/2021,2021-1519,12/28/2021,Unknown,"Graffiti, damage $50.00",Report Taken
Incomplete/Accidental Landline 911 Call,Nuevo East - Astilla,12/28/2021,2112280034,12/28/2021,2:34 PM,,Logged Event
Petty Theft Of Micro Mobility Device,Mesa Nueva - Cresta,12/28/2021,2021-1521,12/19/2021 - 12/28/2021,12:01 AM - 5:17 PM,"Unknown suspect(s) used unknown tool to cut through bike locks and stole two e-bikes, loss $660.00",Report Taken
Incomplete/Accidental Wireless 911 Call,Regents Rd/La Jolla Village Dr,12/28/2021,2112280045,12/28/2021,6:26 PM,,Logged Event
Incomplete/Accidental Wireless 911 Call,Costa Verde Bl,12/28/2021,2112280046,12/28/2021,6:28 PM,,Logged Event
Fire Alarm,Nuevo East - Piedra,12/28/2021,2112280048,12/28/2021,7:11 PM,,False Alarm
Incomplete/Accidental Wireless 911 Call,La Jolla Village Dr,12/28/2021,2112280049,12/28/2021,7:12 AM,,Logged Event
Illegal Vendor/Solicitor,"One Miramar Street, Building 2",12/28/2021,2112280051,12/28/2021,7:16 PM,,Unable To Locate
Disturbance,John M. & Sally B. Thornton Pavilion,12/28/2021,2112280052,12/28/2021,7:57 PM,Patient discharged and refusing to leave,Will Cooperate
Security Alarm,University Center 112,12/28/2021,2112280053,12/28/2021,8:32 PM,,False Alarm
CRIME AND FIRE LOG/MEDIA BULLETIN ,"DECEMBER 28, 2021",12/28/2021,2112280057,12/28/2021,11:29 PM,Request for medical aid,Service Provided
Injury,Regents Park Row/Regents Rd,12/28/2021,2112280059,12/28/2021,11:41 PM,,Referred To Other Agency
Found Property,Regents Park Row / Regents Rd,12/29/2021,2112290001,12/29/2021,12:16 AM,,Information Only
Reckless Driving,Campus Point Dr,12/29/2021,2112290003,12/29/2021,4:22 AM,,Unable To Locate
Security Alarm,University Center 112,12/29/2021,2112290006,12/29/2021,7:37 AM,,Cancelled
Incomplete / Accidental Wireless 911 Call,La Jolla Village Dr / Regents Rd,12/29/2021,2112290016,12/29/2021,10:01 AM,,Logged Event
Medical Aid,Rebecca And John Moores Cancer Center,12/29/2021,2112290017,12/29/2021,10:22 AM  ,"Patient with elevated heart rate, conscious and breathing",Referred To Other Agency - San Diego Fire Department
Disturbance,Starbucks / Regents Park Row,12/29/2021,2112290022,12/29/2021,10:55 AM,"Transient assaulted employee, made verbal threats",Disposition Referred To Other Agency - San Diego Police Department
Possess Loaded Firearm On University Campus,Parking Lot 008,12/29/2021,2021-1522,12/29/2021,11:25 AM,Original call to assist San Diego Police regarding possible suicidal subject on campus,Cleared By Adult Arrest - Citation Issued
Petty Theft - Bicycle,Regents Rd,12/29/2021,2022-0008,12/17/2021 - 12/18/2021,5:00 pm - 8:00 pm,Loss $850.00,Online Report
Petty Theft - Bicycle,RIMAC - West Bike Rack,12/29/2021,2021-1523,12/28/2021 - 12/29/2021,1:00 pm - 11:00 am,Loss $650.00,Report Taken
Incomplete / Accidental Wireless 911 Call,La Jolla Village Dr / Gilman Dr,12/29/2021,2112290030,12/29/2021,1:59 PM,,Logged Event
Mesa Verde Hall North, ,12/29/2021,2021-1524,12/21/2021 - 12/23/2021,12:00 pm - 11:40 am,"Suspect(s) obtained money from victim through false pretenses, loss $8,000.00",Report Taken
Incomplete / Accidental Wireless 911 Call,UCSD Police Department,12/29/2021,2112290036,12/29/2021,4:38 PM,,Logged Event
Fire Alarm,Tuolumne Apts - S House North,12/29/2021,2112290038,12/29/2021,4:50 PM,,False Alarm
Non Injury Traffic Collision,Nuevo West Parking Structure,12/29/2021,2112290039,12/29/2021,5:10 PM,,Service Provided
Illegal Vendor / Solicitor,One Miramar St Bldg 3,12/29/2021,2021-1526,12/29/2021,7:08 PM,Unknown male selling candy and soliciting money for homeless veterans,Stay Away Order Issued
Welfare Check,Athena Parking,12/29/2021,2112290044,12/29/2021,8:28 PM  ,Subject running through parking structure,Cancelled
Petty Theft - Bicycle,Tioga Hall,12/29/2021,2022-0009,12/12/2021 - 12/28/2021,12:00 pm - 11:00 pm,Loss $322.00,Online Report
Medical Aid,Triton Stadium,12/29/2021,2112290049,12/29/2021,11:40 PM,"Adult male complaining of stomach pain, conscious and breathing",Cancelled
Verbal Threat,UCSD Medical Facility - Hillcrest,12/29/2021,HC21-12-28-1152,12/28/2021,4:00 PM,Male patient made verbal threats towards hospital staff member,Hospital Security Report
Burglary - Vehicle,UCSD Medical Facility - Hillcrest,12/29/2021,HC21-12-28-1153,12/28/2021,6:55 AM - 7:30 PM,"Suspect(s) took property from roof rack, loss $2,400.00, damage $400.00",Hospital Security Report
Battery,UCSD Medical Facility - Hillcrest,12/29/2021,HC21-12-24-1144,12/24/2021,8:53 PM,Patient threw shoes at hospital staff member,Referred To Other Agency - San Diego Police Department
Medical Aid,One Miramar Street,12/30/2021,2112300001,12/30/2021,12:27 AM,Male subject having difficulty breathing,Service Provided
Citizen Contact ,Gilman Parking Structure,12/30/2021,2112300004,12/30/2021,3:32 AM,Three people working on scaffolding,Checks OK
Noise Disturbance,Mesa Nueva - Marea,12/30/2021,2112300006,12/30/2021,5:07 AM,Dog barking for two weeks,Quiet On Arrival
Incomplete/ Accidental Wireless 911 Call ,UCSD Police Department,12/30/2021,2112300010,12/30/2021,5:07 AM,,Logged Event
Non Injury Collision,Thornton Pavilion,12/30/2021,2021-1527,12/30/2021,8:56 AM - 8:57 AM  ,,Report Taken
Citizen Contact,UCSD Police Department,12/30/2021,2112300018,12/30/2021,11:48 AM,Subject in police department requesting to speak to watch commander,Disposition Cancelled
Incomplete/ Accidental Wireless 911 Call,Gilman Dr/ Villa la Jolla Dr,12/30/2021,2112300022,12/30/2021,12:55 PM,,Logged Event
Information,Telemedicine Center,12/30/2021,2112300024,12/30/2021,1:08 PM,Reporting party hears audible alarm,Referred to Other UCSD Department - Facilities Management
Disturbance,Thornton Pavilion,12/30/2021,2112300025,12/30/2021,1:36 PM,Subject destroying property and threatening staff,Field Interview
Preserve the Peace,Nuevo West - Brisa,12/30/2021,2112300028,12/30/2021,1:52 PM,Resident being evicted,Service Provided
Security Alarm,Gilman Parking Structure,12/30/2021,2112300034,12/30/2021,3:10 PM  ,,False Alarm
Bicyclist Stop,Gilman Parking Structure ,12/30/2021,2112300035,12/30/2021,3:16 PM,,Verbal Warning Issued
Suspicious Person ,Canyon Vista ,12/30/2021,2112300041,12/30/2021,3:16 PM,,Verbal Warning Issued 
Incomplete/ Accidental Wireless 911 Call,Carlsbad Blvd,12/30/2021,2112300043,12/30/2021,6:39 PM,,Logged Event
Suspicious Person,Charles David Keeling Apartments,12/30/2021,2112300048,12/30/2021,8:10 PM,Transient going through trash,Checks OK
Incomplete/ Accidental Wireless 911 Call,Torrey Pines/ Prospect,12/30/2021,2112300049,12/30/2021,8:12 PM,,Logged Event
Found Property,UCSD Police Department,12/30/2021,2112300054,12/30/2021,8:36 PM  ,,Service Provided
Noise Disturbance,Robert Paine Scripps Forum,12/30/2021,2112300056,12/30/2021,9:46 PM,Loud music,Will Cooperate 
Incomplete/ Accidental Wireless 911 Call ,Estancia Hotel ,12/30/2021,2112300057,12/30/2021,10:00 PM,,Logged Event
Incomplete/ Accidental Wireless 911 Call,Estancia Hotel ,12/30/2021,2112300059,12/30/2021,10:34 PM,,Logged Event
Information,Tenaya Hall,12/30/2021,2112300061,12/30/2021,11:11 PM,Damaged street sign ,Referred to Other UCSD Department
Incomplete/ Accidental Wireless 911 Call,Mesa Nueva - Cala,12/30/2021,2112300062,12/30/2021,11:19 PM,,Logged Event
Suspicious Person,Nimitz Marine Facility,12/31/2021,2112310004,12/30/2021,10:56 PM,Person going through vehicles in a parking lot,Referred to Other Agency - San Diego Police Department
Property Damage,Marshall College,12/31/2021,2021-1528,12/31/2021,4:03 AM,"Gate arm damaged UC vehicle, damage unknown at this time",Report Taken
Grand Theft ,Nuevo West Parking Structure,12/31/2021,2021-1529,12/13/2021 - 12/31/2021,7:30 PM - 8:30 AM,"Unknown suspect(s) stole catalytic converter, Loss $1000.00",Report Taken
Welfare Check,UCSD Residential Area,12/31/2021,2021-1530,12/31/2021,10:55 AM - 4:46 PM,Male with suicidal ideations,Transported to Hospital
Medical Aid,North Torrey Pines Road,12/31/2021,2112310012,12/31/2021,1:34 PM  ,"Reporting party found wife on the floor, conscious and breathing",Referred to Other Agency - San Diego Fire Department
UC Policy Violation,La Jolla Farms Road,12/31/2021,2112310014,12/31/2021,2:20 PM,Second hand information regarding subjects jumping over fence,Disposition Gone on Arrival
Stolen Micro Mobility Device,UC San Diego Campus Trolley Station,12/31/2021,T21000231,12/30/2021,1:30 PM - 10:00 PM,"Electric scooter stolen from bike rack, loss $399.00",Online Report
Incomplete/Accidental Landline 911 Call,Sixth College - Catalyst,12/31/2021,2112310024,12/31/2021,5:49 PM,,Logged Event
Medical Aid,Genesee Ave/Campus Point Dr,12/31/2021,2112310033,12/31/2021,8:02 PM,"Bicyclist lying on ground, unknown if injured",Referred to Other Agency - San Diego Fire Department
Welfare Check,UCSD Health Trolley Stop,12/31/2021,2112310034,12/31/2021,8:07 PM,Reporting party made suicidal threats then disconnected,Unable to Locate
Incomplete/Accidental Wireless 911 Call,Genesee Ave/Interstate 5,12/31/2021,2112310043  ,12/31/2021,10:45 PM,,Logged Event
Attempt to Contact,Muir College,12/31/2021,2112310045,12/31/2021,11:55 PM,Mother concerned student not answering phone,Service Provided
Sexual Battery,UCSD Medical Facility - Hillcrest,12/31/2021,HC21-12-01-1082,11/30/2021,6:00 AM,Patient reported being inappropriately touch by employee,Hospital Security Report Taken
Disturbance / Vandalism,UCSD Medical Facility - Hillcrest,12/31/2021,HC21-30-1158,12/30/2021,1:52 PM,Patient flooded hallway,Hospital Security Report Taken
Suspicious Person,Trolley - Central Campus Stop,1/2/2022,2201020004,1/2/2022,2:04 AM,,Unable To Locate
Welfare Check,Nuevo East - Exchange,1/2/2022,2201020005,1/2/2022,2:56 AM,"West restroom occupied for past few days, unknown if anyone is inside",Checks OK
Medical Aid,NTPLL - Kaleidoscope,1/2/2022,2201020007,1/2/2022,7:08 AM,"Female having panic attack, conscious, difficulty breathing, declined medical transport",Service Provided
Incomplete / Accidental Wireless 911 Call,Thornton Pavilion,1/2/2022,2201020008,1/2/2022,7:42 AM,,Logged Event
Incomplete / Accidental Wireless 911 Call,UCSD Police Department,1/2/2022,2201020011,1/2/2022,8:24 AM  ,,Logged Event
Reckless Driving,Birch Aquarium,1/2/2022,2201020014,1/2/2022,9:16 AM,Vehicle on sidewalk,Disposition Checks OK
Citizen Flagdown,Trolley - Central Campus Stop,1/2/2022,2201020020,1/2/2022,11:12 AM,Asking for directions,Service Provided
Security Alarm,Gilman Parking Structure,1/2/2022,2201020026,1/2/2022,12:26 PM,,False Alarm
Security Alarm,Gilman Parking Structure,1/2/2022,2201020027,1/2/2022,1:00 PM,,False Alarm
Petty Theft - Bicycle,Matthews Apt D - Bike Rack,1/2/2022,2022-0003,1/1/2022 - 1/2/2022,5:00 pm - 11:00 am,Loss $150.00,Report Taken
Found Property,Price Center,1/2/2022,2201020030,1/2/2022,1:20 PM  ,,Service Provided
Petty Theft - Bicycle,Seventh College Bldg 3,1/2/2022,T22000002,1/2/2022,1:20 PM,Loss $299.99,Online Report
Petty Theft   ,Foodworx Dining Hall,1/2/2022,T22000003,12/14/2021 - 1/2/2022,Unknown,"Suspect(s) stole outdoor cabinet and damaged other, loss $300.00",Online Report
Petty Theft - Bicycle,Charles David Keeling Apt 1,1/2/2022,T22000004,12/15/2021 - 1/2/2022,1:25 pm - 3:25 pm,Loss $200.00,Online Report
Petty Theft - Bicycle,Charles David Keeling Apt 1,1/2/2022,2022-0004,12/11/2021 - 1/2/2022,11:00 am - 3:30 pm,Loss $380.00,Report Taken
Welfare Check,Che Café,1/2/2022,2201020041,1/2/2022,5:50 PM,"OnStar operator called via 911 regarding an OnStar member's location is on campus, member requested ambulance, refused to provide OnStar operator with any further information",Checks OK
Fire Alarm,NTPLL - Kaleidoscope,1/2/2022,2201020042,1/2/2022,5:51 PM,,False Alarm
Petty Theft - Bicycle,Seventh College   ,1/2/2022,T22000005,12/13/2021 - 1/2/2022,10:00 am - 2:51 pm,Loss $542.38,Online Report
Informational Report,9500 Gilman Dr,1/2/2022,2022-0005,11/7/2021 - 1/2/2022,3:38 pm - 6:11 pm,Reporting party received unusual emails from unknown subject(s),Report Taken
Incomplete / Accidental Wireless 911 Call,Villa La Jolla Dr / Holiday Ct,1/2/2022,2201020054,1/2/2022,9:06 PM,,Logged Event
Suspicious Person,Cuzco House East,1/2/2022,2022-0006,1/2/2022,9:18 PM,"Male subject possibly casing bicycles in area, male was issued stay away order",Report Taken
Noise Disturbance,North America Hall,1/3/2022,2201030003,1/3/2022,12:32 AM,Loud stomping,Quiet On Arrival
Suspicious Person,Campus Point Parking West,1/3/2022,2201030004,1/3/2022,12:33 AM,,Unable To Locate
Medical Aid,Pepper Canyon Apts,1/3/2022,2201030005,1/3/2022,12:36 AM,"Female had passed out, is now conscious experiencing shortness of breath",Referred To Other Agency - San Diego Fire Department
Robbery,MTS Bus Stop Gilman Dr / Myers Dr ,1/3/2022,2022-0007,1/3/2022,12:50 AM,,Unfounded
Incomplete / Accidental Wireless 911 Call,Miramar St / Regents Rd,1/3/2022,2201030009,1/3/2022,2:01 AM  ,,Logged Event
Burglary,Pinpoint Café - Eckart Bldg,1/3/2022,2022-0010,12/23/2021 - 1/3/2022,4:00 pm - 7:00 am,"Suspect(s) forcefully entered coffee cart, stole property, loss $220.00, damage $1,000.00",Disposition Report Taken
Incomplete / Accidental Wireless 911 Call,Unknown Location,1/3/2022,2201030017,1/3/2022,7:49 AM,,Logged Event
Suspicious Person,Center For Magnetic Recording And Research,1/3/2022,2022-0011,1/3/2022,8:10 am - 9:00 am,"Male transient with bike seen wandering in the building, Stay Away Order Issued",Report Taken
Information,Unknown Location,1/3/2022,2201030019,1/3/2022,8:12 AM,Caller seeking information regarding a transport,Referred To Other Agency - San Diego Fire Department
Illegal Camping,Structural And Material Engineering Bldg,1/3/2022,2201030020,1/3/2022,9:00 AM,Second hand information regarding a naked transient ,Field Interview
Lost Property,Unknown Location,1/3/2022,2201030021,Unknown,Unknown  ,Lost passport,Service Provided
Medical Aid,Rebecca And John Moores Cancer Center,1/3/2022,2201030026,1/3/2022,11:22 AM,Patient arrived for appointment very weak,Referred To Other Agency - San Diego Fire Department
Recovered Stolen Vehicle License Plate,4200 Arriba St,1/3/2022,2022-0012,1/3/2022,11:53 AM,,Report Taken
Petty Theft,Central Mesa Apts,1/3/2022,2022-0013,10/16/2021 - 1/3/2022,12:00 pm - 10:30 am,"Package stolen from front porch, loss $206.95",Report Taken
Hit & Run Traffic Collision,Housing & Dining Loading Dock,1/3/2022,2022-0014,1/3/2022,9:30 am - 11:30 am,,Report Taken
Incomplete / Accidental Wireless 911 Call,UCSD Police Department,1/3/2022,2201030033,1/3/2022,2:11 PM,,Logged Event
